Linha 472 |claim_uid: 3oihkb |cord_uid: vlhbe3bt |title: Senior_medical_students_as_assistants_in_medicine_in_COVID-19_crisis:_a_realist_evaluation_protocol |doi: 10.1136/bmjopen-2020-045822 |numerical_claims: As_more_'lines_of_enquiry'_27_are_identified,_for_example,_through_interviews_with_key_stakeholders_who_have_been_involved_in_initiating_and_developing_the_Assistant_in_Medicine_programme,_these_will_be_followed_up_and_further_literature_searches_will_be_conducted_(dovetailing_onto_our_realist_synthesis). |publish_time: 06/09/2021 |authors: Monrouxe,_Lynn_V,_Hockey,_Peter,_Khanna,_Priya,_Klinner,_Christiane,_Mogensen,_Lise,_O'Mara,_D_A,_Roach,_Abbey,_Tobin,_Stephen,_Davids,_Jennifer_Ann |journal: BMJ_Open |country: Australia |institution: University_of_Sydney
Linha 962 |claim_uid: 9zhqwd |cord_uid: kg784tz1 |title: In_Translation:_FcRn_across_the_Therapeutic_Spectrum |doi: 10.3390/ijms22063048 |numerical_claims: However,_given_the_well-established_importance_of_macrophages_in_FcRn-mediated_IgG_homeostasis,_and_the_fact_that_macrophages_have_been_found_to_constitute_up_to_50%_of_a_tumor's_total_mass,_it_is_not_beyond_supposition_that_the_dysregulation_of_FcRn_in_both_neoplastic_and_tumor-associated_cells_could_affect_tumoral_IgG_disposition. |publish_time: 17/03/2021 |authors: Qi,_Timothy,_Cao,_Yanguang |journal: Int_J_Mol_Sci |country: USA |institution: ZZZZ
Linha 963 |claim_uid: 2rhubp |cord_uid: kg784tz1 |title: In_Translation:_FcRn_across_the_Therapeutic_Spectrum |doi: 10.3390/ijms22063048 |numerical_claims: In_rhesus_monkeys,_IgG2_engineered_for_modest_increases_in_FcRn_binding_(3_to_7-fold)_at_pH_6.0_exhibits_nearly_double_the_elimination-phase_half-life_of_wild-type_IgG2. |publish_time: 17/03/2021 |authors: Qi,_Timothy,_Cao,_Yanguang |journal: Int_J_Mol_Sci |country: USA |institution: ZZZZ
Linha 964 |claim_uid: 3tqfwe |cord_uid: kg784tz1 |title: In_Translation:_FcRn_across_the_Therapeutic_Spectrum |doi: 10.3390/ijms22063048 |numerical_claims: For_example,_the_bevacizumab_T307Q/N434A_Fc_variant_demonstrated_a_6-fold_higher_affinity_for_murine_FcRn_at_pH_6.0_yet_did_not_exhibit_altered_pharmacokinetics_in_mice. |publish_time: 17/03/2021 |authors: Qi,_Timothy,_Cao,_Yanguang |journal: Int_J_Mol_Sci |country: USA |institution: ZZZZ
Linha 29 |claim_uid: 8qlvac |cord_uid: ejftbfhr |title: Developing_a_SARS-CoV-2_antigen_test_using_engineered_affinity_proteins |doi: 10.26434/chemrxiv.14442785 |numerical_claims: Together_with_low-cost,_high-yield_production_(unoptimized_yields_of_58.5_mg_biotinylated_MBP-SsoNP.E1_and_150_mg_SsoNP.E2-CBD_from_500_mL_culture)_of_the_affinity_pair_(Table_S4),_we_believe_that_the_proposed_rapid_SARS-CoV-2_antigen_test_has_great_potential_to_be_rapidly_produced_at_massive_scale. |publish_time: 19/04/2021 |authors: Kim,_Seunghyeon,_Yee,_Emma,_Miller,_Eric_A.,_Hao,_Yining,_Tay,_Dousabel_M._Y.,_Sung,_Ki-Joo,_Jia,_Huan,_Johnson,_Joseph_M.,_Saeed,_Mohsan,_Mace,_Charles_R.,_Yurt,_Deniz_Yüksel,_Sikes,_Hadley_D. |journal: ChemRxiv |country: USA |institution: Massachusetts_Institute_of_Technology
Linha 30 |claim_uid: 1emuwj |cord_uid: ejftbfhr |title: Developing_a_SARS-CoV-2_antigen_test_using_engineered_affinity_proteins |doi: 10.26434/chemrxiv.14442785 |numerical_claims: For_interference_tests,_we_prepared_samples_of_SARS-CoV-2_at_concentrations_lower_than_3_LoD_in_saliva_(2.7_10_4_PFU/mL)_and_1_PBS_(1.6_10_4_PFU/mL),_combined_with_high_titers_of_other_viruses_(10_5_-10_6_PFU/mL_if_possible)_(_Figure_5D_)_and_tested_if_binding_specificity_would_be_maintained. |publish_time: 19/04/2021 |authors: Kim,_Seunghyeon,_Yee,_Emma,_Miller,_Eric_A.,_Hao,_Yining,_Tay,_Dousabel_M._Y.,_Sung,_Ki-Joo,_Jia,_Huan,_Johnson,_Joseph_M.,_Saeed,_Mohsan,_Mace,_Charles_R.,_Yurt,_Deniz_Yüksel,_Sikes,_Hadley_D. |journal: ChemRxiv |country: USA |institution: Massachusetts_Institute_of_Technology
Linha 31 |claim_uid: 3qzkus |cord_uid: ejftbfhr |title: Developing_a_SARS-CoV-2_antigen_test_using_engineered_affinity_proteins |doi: 10.26434/chemrxiv.14442785 |numerical_claims: Moreover,_a_small_fraction_(2%)_of_people_with_SARS-CoV-2_infections_carry_most_of_the_virus_circulating_in_communities_even_in_asymptomatic_or_pre-symptomatic_cases,_and_these_super-carriers_could_silently_transmit_the_virus_in_communities. |publish_time: 19/04/2021 |authors: Kim,_Seunghyeon,_Yee,_Emma,_Miller,_Eric_A.,_Hao,_Yining,_Tay,_Dousabel_M._Y.,_Sung,_Ki-Joo,_Jia,_Huan,_Johnson,_Joseph_M.,_Saeed,_Mohsan,_Mace,_Charles_R.,_Yurt,_Deniz_Yüksel,_Sikes,_Hadley_D. |journal: ChemRxiv |country: USA |institution: Massachusetts_Institute_of_Technology
Linha 32 |claim_uid: 4zmriq |cord_uid: ejftbfhr |title: Developing_a_SARS-CoV-2_antigen_test_using_engineered_affinity_proteins |doi: 10.26434/chemrxiv.14442785 |numerical_claims: The_beads_were_washed_and_incubated_with_20-fold_library_representation. |publish_time: 19/04/2021 |authors: Kim,_Seunghyeon,_Yee,_Emma,_Miller,_Eric_A.,_Hao,_Yining,_Tay,_Dousabel_M._Y.,_Sung,_Ki-Joo,_Jia,_Huan,_Johnson,_Joseph_M.,_Saeed,_Mohsan,_Mace,_Charles_R.,_Yurt,_Deniz_Yüksel,_Sikes,_Hadley_D. |journal: ChemRxiv |country: USA |institution: Massachusetts_Institute_of_Technology
Linha 305 |claim_uid: 6jriwe |cord_uid: dyyetr2a |title: SARS-CoV-2_Total_and_Subgenomic_RNA_Viral_Load_in_Hospitalized_Patients |doi: 10.1093/infdis/jiab215 |numerical_claims: While_the_median_duration_of_detection_of_SARS-CoV-2_viral_RNA_in_the_upper_respiratory_tract_is_roughly_14.5_days_from_symptom_onset,_studies_have_shown_that_SARS-CoV-2_RNA_can_be_detected_for_many_weeks,_long_past_the_time_when_most_people_are_infectious. |publish_time: 19/04/2021 |authors: Dimcheff,_Derek_E,_Valesano,_Andrew_L,_Rumfelt,_Kalee_E,_Fitzsimmons,_William_J,_Blair,_Christopher,_Mirabelli,_Carmen,_Petrie,_Joshua_G,_Martin,_Emily_T,_Bhambhani,_Chandan,_Tewari,_Muneesh,_Lauring,_Adam_S |journal: J_Infect_Dis |country: USA |institution: University_of_Michigan
Linha 306 |claim_uid: 3qbexg |cord_uid: dyyetr2a |title: SARS-CoV-2_Total_and_Subgenomic_RNA_Viral_Load_in_Hospitalized_Patients |doi: 10.1093/infdis/jiab215 |numerical_claims: A_small_study_of_9_patients_found_that_subgenomic_RNA_could_be_detected_in_the_throat_up_to_5_days_post_symptom_onset. |publish_time: 19/04/2021 |authors: Dimcheff,_Derek_E,_Valesano,_Andrew_L,_Rumfelt,_Kalee_E,_Fitzsimmons,_William_J,_Blair,_Christopher,_Mirabelli,_Carmen,_Petrie,_Joshua_G,_Martin,_Emily_T,_Bhambhani,_Chandan,_Tewari,_Muneesh,_Lauring,_Adam_S |journal: J_Infect_Dis |country: USA |institution: University_of_Michigan
Linha 307 |claim_uid: 4sbpfk |cord_uid: dyyetr2a |title: SARS-CoV-2_Total_and_Subgenomic_RNA_Viral_Load_in_Hospitalized_Patients |doi: 10.1093/infdis/jiab215 |numerical_claims: However,_we_also_find_many_samples_that_are_below_6.5_log_10_copies_per_ml,_but_still_express_subgenomic_E_and_N._This_is_in_line_with_a_recent_study_that_showed_subgenomic_RNA_could_be_detected_from_samples_where_infectivity_in_cell_culture_was_negative. |publish_time: 19/04/2021 |authors: Dimcheff,_Derek_E,_Valesano,_Andrew_L,_Rumfelt,_Kalee_E,_Fitzsimmons,_William_J,_Blair,_Christopher,_Mirabelli,_Carmen,_Petrie,_Joshua_G,_Martin,_Emily_T,_Bhambhani,_Chandan,_Tewari,_Muneesh,_Lauring,_Adam_S |journal: J_Infect_Dis |country: USA |institution: University_of_Michigan
Linha 308 |claim_uid: 1etsjb |cord_uid: dyyetr2a |title: SARS-CoV-2_Total_and_Subgenomic_RNA_Viral_Load_in_Hospitalized_Patients |doi: 10.1093/infdis/jiab215 |numerical_claims: In_our_study,_at_a_total_copy_number_of_4_log_10_no_subgenomic_E_could_be_detected,_and_at_less_than_6_log_10_per_ml_of_total_RNA_48%_(57/119)_of_samples_were_negative_for_subgenomic_E._We_suspect_this_finding_is_not_due_to_differential_degradation,_but_A_c_c_e_p_t_e_d_M_a_n_u_s_c_r_i_p_t_rather_to_differential_detection_of_transcripts. |publish_time: 19/04/2021 |authors: Dimcheff,_Derek_E,_Valesano,_Andrew_L,_Rumfelt,_Kalee_E,_Fitzsimmons,_William_J,_Blair,_Christopher,_Mirabelli,_Carmen,_Petrie,_Joshua_G,_Martin,_Emily_T,_Bhambhani,_Chandan,_Tewari,_Muneesh,_Lauring,_Adam_S |journal: J_Infect_Dis |country: USA |institution: University_of_Michigan
Linha 309 |claim_uid: 1leuqt |cord_uid: dyyetr2a |title: SARS-CoV-2_Total_and_Subgenomic_RNA_Viral_Load_in_Hospitalized_Patients |doi: 10.1093/infdis/jiab215 |numerical_claims: In_this_study_we_showed_persistent_total_and_subgenomic_RNA_expression_up_to_119_days_with_a_previous_study_demonstrating_that_infectious_virus_could_be_isolated_through_this_course. |publish_time: 19/04/2021 |authors: Dimcheff,_Derek_E,_Valesano,_Andrew_L,_Rumfelt,_Kalee_E,_Fitzsimmons,_William_J,_Blair,_Christopher,_Mirabelli,_Carmen,_Petrie,_Joshua_G,_Martin,_Emily_T,_Bhambhani,_Chandan,_Tewari,_Muneesh,_Lauring,_Adam_S |journal: J_Infect_Dis |country: USA |institution: University_of_Michigan
Linha 310 |claim_uid: 4wxrfg |cord_uid: dyyetr2a |title: SARS-CoV-2_Total_and_Subgenomic_RNA_Viral_Load_in_Hospitalized_Patients |doi: 10.1093/infdis/jiab215 |numerical_claims: The_mean_difference_between_total_and_sgN_is_16-fold_and_the_mean_difference_between_total_and_sgE_is_137-fold. |publish_time: 19/04/2021 |authors: Dimcheff,_Derek_E,_Valesano,_Andrew_L,_Rumfelt,_Kalee_E,_Fitzsimmons,_William_J,_Blair,_Christopher,_Mirabelli,_Carmen,_Petrie,_Joshua_G,_Martin,_Emily_T,_Bhambhani,_Chandan,_Tewari,_Muneesh,_Lauring,_Adam_S |journal: J_Infect_Dis |country: USA |institution: University_of_Michigan
Linha 23 |claim_uid: 5ojwye |cord_uid: 18saxq67 |title: Homology_modeling_of_TMPRSS2_yields_candidate_drugs_that_may_inhibit_entry_of_SARS-CoV-2_into_human_cells. |doi: 10.26434/chemrxiv.12009582 |numerical_claims: We_used_the_sequence_of_the_TMPRSS2_homologs_(e-value_<_1010,_described_in_next_section)_to_identify_a_set_of_serine_protease_inhibitor_drugs_that_might_also_bind_TMPRSS2. |publish_time: 20/03/2020 |authors: Rensi,_Stefano,_Keys,_Allison,_Lo,_Yu-Chen,_Derry,_Alexander,_McInnes,_Greg,_Liu,_Tianyun,_Altman,_Russ |journal: ChemRxiv |country: USA |institution: Stanford_University
Linha 761 |claim_uid: 5bsdpn |cord_uid: 4rupp86t |title: Pulmonary_vasodilators:_beyond_the_bounds_of_pulmonary_arterial_hypertension_therapy_in_COVID-19 |doi: 10.1177/2045894020970369 |numerical_claims: ET-1_pathway_also_regulates_other_factors_that_may_be_associated_with_lung_injury_and_ARDS_in_SARS,_such_as_urokinase_pathwaymediated_defective_extracellular_matrix_remodeling,_45_enhanced_epidermal_growth_factor_signaling,_46_and_complement_activation. |publish_time: 20/11/2020 |authors: Franco,_Veronica,_Bradley,_Elisa_A.,_Badagliacca,_Roberto,_Sabanayagam,_Aarthi,_Rajpal,_Saurabh,_Lastinger,_Lauren_T.,_Daniels,_Curt_J.,_Smith,_J._Shaun,_Benza,_Raymond_L. |journal: Pulm_Circ |country: USA |institution: The_Ohio_State_University_Wexner_Medical_Center
Linha 762 |claim_uid: 4ecogk |cord_uid: 4rupp86t |title: Pulmonary_vasodilators:_beyond_the_bounds_of_pulmonary_arterial_hypertension_therapy_in_COVID-19 |doi: 10.1177/2045894020970369 |numerical_claims: Much_regarding_the_pathophysiology_of_severe_COVID-19_respiratory_failure_remains_unknown,_but_a_profound_out-of-proportion_to_lung_mechanics_hypoxemia_is_observed,_14_which_is_believed_to_be_related_to_vascular_injury_and_microthrombi. |publish_time: 20/11/2020 |authors: Franco,_Veronica,_Bradley,_Elisa_A.,_Badagliacca,_Roberto,_Sabanayagam,_Aarthi,_Rajpal,_Saurabh,_Lastinger,_Lauren_T.,_Daniels,_Curt_J.,_Smith,_J._Shaun,_Benza,_Raymond_L. |journal: Pulm_Circ |country: USA |institution: The_Ohio_State_University_Wexner_Medical_Center
Linha 763 |claim_uid: 5trcnv |cord_uid: 4rupp86t |title: Pulmonary_vasodilators:_beyond_the_bounds_of_pulmonary_arterial_hypertension_therapy_in_COVID-19 |doi: 10.1177/2045894020970369 |numerical_claims: Patients_will_receive_continuous,_inhaled_epoprostenol_via_mechanical_ventilator_3.5-30.5_ng/kg/min_for_10_days. |publish_time: 20/11/2020 |authors: Franco,_Veronica,_Bradley,_Elisa_A.,_Badagliacca,_Roberto,_Sabanayagam,_Aarthi,_Rajpal,_Saurabh,_Lastinger,_Lauren_T.,_Daniels,_Curt_J.,_Smith,_J._Shaun,_Benza,_Raymond_L. |journal: Pulm_Circ |country: USA |institution: The_Ohio_State_University_Wexner_Medical_Center
Linha 764 |claim_uid: 3qognl |cord_uid: 4rupp86t |title: Pulmonary_vasodilators:_beyond_the_bounds_of_pulmonary_arterial_hypertension_therapy_in_COVID-19 |doi: 10.1177/2045894020970369 |numerical_claims: It_will_evaluate_if_iNO_20_ppm,_utilized_for_5-14_days,_prevents_progression_of_respiratory_disease_and_the_requirement_of_mechanical_ventilation_(Bellerophon). |publish_time: 20/11/2020 |authors: Franco,_Veronica,_Bradley,_Elisa_A.,_Badagliacca,_Roberto,_Sabanayagam,_Aarthi,_Rajpal,_Saurabh,_Lastinger,_Lauren_T.,_Daniels,_Curt_J.,_Smith,_J._Shaun,_Benza,_Raymond_L. |journal: Pulm_Circ |country: USA |institution: The_Ohio_State_University_Wexner_Medical_Center
Linha 765 |claim_uid: 5blirf |cord_uid: 4rupp86t |title: Pulmonary_vasodilators:_beyond_the_bounds_of_pulmonary_arterial_hypertension_therapy_in_COVID-19 |doi: 10.1177/2045894020970369 |numerical_claims: Lastly,_the_efficacy_of_weekly_VIP_subcutaneous_injections_in_prevention_of_severe_respiratory_failure_/_ARDS_will_be_evaluated_in_a_randomized,_double-blind,_parallel_group,_phase_2_study_in_hospitalized_subjects_with_COVID-19_requiring_oxygen_supplementation_(PB1046_VANGARD_COVID-19_study). |publish_time: 20/11/2020 |authors: Franco,_Veronica,_Bradley,_Elisa_A.,_Badagliacca,_Roberto,_Sabanayagam,_Aarthi,_Rajpal,_Saurabh,_Lastinger,_Lauren_T.,_Daniels,_Curt_J.,_Smith,_J._Shaun,_Benza,_Raymond_L. |journal: Pulm_Circ |country: USA |institution: The_Ohio_State_University_Wexner_Medical_Center
Linha 24 |claim_uid: 4eyocg |cord_uid: qp2z14xs |title: Fast_Identification_of_Possible_Drug_Treatment_of_Coronavirus_Disease_−19_(COVID-19)_Through_Computational_Drug_Repurposing_Study |doi: 10.26434/chemrxiv.11875446 |numerical_claims: In_this_work,_I_applied_multiscale_modeling_techniques_to_identify_drugs_that_may_be_repurposed_to_target_COVID-19_protease_Flexible_docking_and_MM-PBSA-WSAS_were_applied_as_the_1_st_and_2_nd_filters,_respectively,_to_improve_the_efficiency_and_accuracy_of_HVS_to_identify_inhibitors_of_COVID-19. |publish_time: 21/02/2020 |authors: Wang,_Junmei |journal: ChemRxiv |country: USA |institution: University_of_Pittsburgh
Linha 25 |claim_uid: 4qwrez |cord_uid: qp2z14xs |title: Fast_Identification_of_Possible_Drug_Treatment_of_Coronavirus_Disease_−19_(COVID-19)_Through_Computational_Drug_Repurposing_Study |doi: 10.26434/chemrxiv.11875446 |numerical_claims: In_total_39_ligands_including_the_co-crystal_N3_ligand,_were_studied_In_summary,_the_RMSD_fluctuation_analysis_suggests_that_the_MD_trajectories_are_overall_stable_during_the_sampling_phase_for_all_the_studied_MD_systems. |publish_time: 21/02/2020 |authors: Wang,_Junmei |journal: ChemRxiv |country: USA |institution: University_of_Pittsburgh
Linha 480 |claim_uid: 3qrcml |cord_uid: 4bsh30bs |title: CoVerifi:_A_COVID-19_News_Verification_System |doi: 10.1016/j.osnem.2021.100123 |numerical_claims: "The_FNC-1_creators_found_that_""truth_labeling""_is_very_difficult_in_practice_and_preferred_a_reliable_semi-automated_tool_over_a_fully-automated_system,_which_they_felt_would_inevitably_fall_far_short_of_100%_accuracy." |publish_time: 23/01/2021 |authors: Kolluri,_Nikhil,_Murthy,_Dhiraj |journal: Online_Soc_Netw_Media |country: USA |institution: University_of_Texas
Linha 481 |claim_uid: 2faqpx |cord_uid: 4bsh30bs |title: CoVerifi:_A_COVID-19_News_Verification_System |doi: 10.1016/j.osnem.2021.100123 |numerical_claims: GLTR,_a_tool_to_detect_automatically_5_generated_text,_has_access_to_the_GPT-2_and_BERT_language_models_and,_given_a_textual_input,_can_analyze_what_the_models_would_have_predicted_as_the_next_word_for_any_position. |publish_time: 23/01/2021 |authors: Kolluri,_Nikhil,_Murthy,_Dhiraj |journal: Online_Soc_Netw_Media |country: USA |institution: University_of_Texas
Linha 482 |claim_uid: 6edmcn |cord_uid: 4bsh30bs |title: CoVerifi:_A_COVID-19_News_Verification_System |doi: 10.1016/j.osnem.2021.100123 |numerical_claims: This_is_significant_as_it_6_indicates_that_crowd-sourced_data_may_be_useful. |publish_time: 23/01/2021 |authors: Kolluri,_Nikhil,_Murthy,_Dhiraj |journal: Online_Soc_Netw_Media |country: USA |institution: University_of_Texas
Linha 483 |claim_uid: 4mvbxq |cord_uid: 4bsh30bs |title: CoVerifi:_A_COVID-19_News_Verification_System |doi: 10.1016/j.osnem.2021.100123 |numerical_claims: Research_studying_rumors_claiming_that_the_rollout_of_5G_technology_was_related_to_the_outbreak_of_the_COVID-19_pandemic_found_that_conspiracy_theories_can_start_as_ideas_that_move_from_fringe_beliefs_to_entering_mainstream_discourse. |publish_time: 23/01/2021 |authors: Kolluri,_Nikhil,_Murthy,_Dhiraj |journal: Online_Soc_Netw_Media |country: USA |institution: University_of_Texas
Linha 954 |claim_uid: 1qifxd |cord_uid: zgbc9s9i |title: COVID-19_Associated_Pulmonary_Aspergillosis_(CAPA)—From_Immunology_to_Treatment |doi: 10.3390/jof6020091 |numerical_claims: It_has_been_shown_that_up_to_40%_of_COVID-19_hospitalized_patients_can_develop_ARDS,_and_thereby_become_susceptible_to_acquire_co-infections_caused_by_bacteria_and_also_Aspergillus_spp.,_although_frequency_of_co-infections_seems_to_vary_between_centers_and_overall_co-infections_may_occur_less_frequently_than_with_severe_influenza. |publish_time: 24/06/2020 |authors: Arastehfar,_Amir,_Carvalho,_Agostinho,_van_de_Veerdonk,_Frank_L.,_Jenks,_Jeffrey_D.,_Koehler,_Philipp,_Krause,_Robert,_Cornely,_Oliver_A.,_S._Perlin,_David,_Lass-Flörl,_Cornelia,_Hoenigl,_Martin |journal: J_Fungi_(Basel) |country: USA |institution: Hackensack_Meridian_Health
Linha 955 |claim_uid: 2azbef |cord_uid: zgbc9s9i |title: COVID-19_Associated_Pulmonary_Aspergillosis_(CAPA)—From_Immunology_to_Treatment |doi: 10.3390/jof6020091 |numerical_claims: In_many_centers,_the_role_of_bronchoscopy_is_limited_and_testing_from_blood_samples_may_be_safer_and_more_optimal_and_allow_also_for_twice_weekly_screening_which_has_been_implemented_in_many_centers,_although_the_low_levels_of_GM_positivity_from_serum_in_these_reports_is_discouraging,_and_the_sensitivity_of_serum_BDG,_which_is_less_specific_for_IA,_was_only_44%_(4/9). |publish_time: 24/06/2020 |authors: Arastehfar,_Amir,_Carvalho,_Agostinho,_van_de_Veerdonk,_Frank_L.,_Jenks,_Jeffrey_D.,_Koehler,_Philipp,_Krause,_Robert,_Cornely,_Oliver_A.,_S._Perlin,_David,_Lass-Flörl,_Cornelia,_Hoenigl,_Martin |journal: J_Fungi_(Basel) |country: USA |institution: Hackensack_Meridian_Health
Linha 10 |claim_uid: 5wbldm |cord_uid: 4i9us8ox |title: A_Multi-Pronged_Approach_Targeting_SARS-CoV-2_Proteins_Using_Ultra-Large_Virtual_Screening |doi: 10.26434/chemrxiv.12682316 |numerical_claims: A_flurry_of_recent_papers_have_demonstrated_that_by_using_in_silico_screening_to_expand_the_chemical_space_(screening_100_million_compounds),_one_can_identify_picomolar-affinity_inhibitors. |publish_time: 24/07/2020 |authors: Gorgulla,_Christoph,_PadmanabhaDas,_Krishna,_Leigh,_Kendra_E.,_Cespugli,_Marco,_Fischer,_Patrick_D.,_Wang,_Zi-Fu,_Tesseyre,_Guilhem,_Pandita,_Shreya,_Shnapir,_Alec,_Calderaio,_Anthony,_Hutcheson,_Colin,_Gechev,_Minko,_Rose,_Alexander,_Lewis,_Noam,_Yaffe,_Erez,_Luxenburg,_Roni,_Herce,_Henry_D.,_Durmaz,_Vedat,_Halazonetis,_Thanos_D.,_Fackeldey,_Konstantin,_Patten,_Justin_J.,_Chuprina,_Alexander,_Dziuba,_Igor,_Plekhova,_Alla,_Moroz,_Yurii,_Radchenko,_Dmytro,_Tarkhanova,_Olga,_Yavnyuk,_Irina,_Gruber,_Christian_C.,_Yust,_Ryan,_Payne,_Dave,_Näär,_Anders_M.,_Namchuk,_Mark_N.,_Davey,_Robert_A.,_Wagner,_Gerhard,_Kinney,_Jamie,_Arthanari,_Haribabu |journal: ChemRxiv |country: USA |institution: Harvard_University
Linha 11 |claim_uid: 1gtvzy |cord_uid: 4i9us8ox |title: A_Multi-Pronged_Approach_Targeting_SARS-CoV-2_Proteins_Using_Ultra-Large_Virtual_Screening |doi: 10.26434/chemrxiv.12682316 |numerical_claims: A_complete_list_of_the_target_proteins_along_with_the_models_used_can_be_found_in_1. |publish_time: 24/07/2020 |authors: Gorgulla,_Christoph,_PadmanabhaDas,_Krishna,_Leigh,_Kendra_E.,_Cespugli,_Marco,_Fischer,_Patrick_D.,_Wang,_Zi-Fu,_Tesseyre,_Guilhem,_Pandita,_Shreya,_Shnapir,_Alec,_Calderaio,_Anthony,_Hutcheson,_Colin,_Gechev,_Minko,_Rose,_Alexander,_Lewis,_Noam,_Yaffe,_Erez,_Luxenburg,_Roni,_Herce,_Henry_D.,_Durmaz,_Vedat,_Halazonetis,_Thanos_D.,_Fackeldey,_Konstantin,_Patten,_Justin_J.,_Chuprina,_Alexander,_Dziuba,_Igor,_Plekhova,_Alla,_Moroz,_Yurii,_Radchenko,_Dmytro,_Tarkhanova,_Olga,_Yavnyuk,_Irina,_Gruber,_Christian_C.,_Yust,_Ryan,_Payne,_Dave,_Näär,_Anders_M.,_Namchuk,_Mark_N.,_Davey,_Robert_A.,_Wagner,_Gerhard,_Kinney,_Jamie,_Arthanari,_Haribabu |journal: ChemRxiv |country: USA |institution: Harvard_University
Linha 12 |claim_uid: 6pjshv |cord_uid: 4i9us8ox |title: A_Multi-Pronged_Approach_Targeting_SARS-CoV-2_Proteins_Using_Ultra-Large_Virtual_Screening |doi: 10.26434/chemrxiv.12682316 |numerical_claims: Two_of_them_are_located_on_the_spike_interaction_interface,_and_would_directly_disrupt_the_ACE2-spike_interaction_(_tered_around_Glu37),_two_independent_virtual_screens_were_carried_out_(Screen_IDs:_1_and_2):_one_using_an_ACE2_structure_where_no_spike_protein_was_bound_(PDB:_6m17,_Screen_ID:_1),_and_one_using_an_ACE2_structure_to_which_the_RBD_domain_of_the_spike_protein_was_bound_(PDB:_6m18,_Screen_ID:_2). |publish_time: 24/07/2020 |authors: Gorgulla,_Christoph,_PadmanabhaDas,_Krishna,_Leigh,_Kendra_E.,_Cespugli,_Marco,_Fischer,_Patrick_D.,_Wang,_Zi-Fu,_Tesseyre,_Guilhem,_Pandita,_Shreya,_Shnapir,_Alec,_Calderaio,_Anthony,_Hutcheson,_Colin,_Gechev,_Minko,_Rose,_Alexander,_Lewis,_Noam,_Yaffe,_Erez,_Luxenburg,_Roni,_Herce,_Henry_D.,_Durmaz,_Vedat,_Halazonetis,_Thanos_D.,_Fackeldey,_Konstantin,_Patten,_Justin_J.,_Chuprina,_Alexander,_Dziuba,_Igor,_Plekhova,_Alla,_Moroz,_Yurii,_Radchenko,_Dmytro,_Tarkhanova,_Olga,_Yavnyuk,_Irina,_Gruber,_Christian_C.,_Yust,_Ryan,_Payne,_Dave,_Näär,_Anders_M.,_Namchuk,_Mark_N.,_Davey,_Robert_A.,_Wagner,_Gerhard,_Kinney,_Jamie,_Arthanari,_Haribabu |journal: ChemRxiv |country: USA |institution: Harvard_University
Linha 13 |claim_uid: 8iwxgo |cord_uid: 4i9us8ox |title: A_Multi-Pronged_Approach_Targeting_SARS-CoV-2_Proteins_Using_Ultra-Large_Virtual_Screening |doi: 10.26434/chemrxiv.12682316 |numerical_claims: It_should_be_noted_that_while_targeting_the_flat_surface_of_the_spike-binding_interface_with_ACE2_(Screen_IDs_1-3)_resulted_in_compounds_with_an_average_binding_energy_of_-8.275_kcal/mol,_targeting_the_dynamic_pockets_resulted_in_hits_with_the_potential_for_higher_affinity_binding. |publish_time: 24/07/2020 |authors: Gorgulla,_Christoph,_PadmanabhaDas,_Krishna,_Leigh,_Kendra_E.,_Cespugli,_Marco,_Fischer,_Patrick_D.,_Wang,_Zi-Fu,_Tesseyre,_Guilhem,_Pandita,_Shreya,_Shnapir,_Alec,_Calderaio,_Anthony,_Hutcheson,_Colin,_Gechev,_Minko,_Rose,_Alexander,_Lewis,_Noam,_Yaffe,_Erez,_Luxenburg,_Roni,_Herce,_Henry_D.,_Durmaz,_Vedat,_Halazonetis,_Thanos_D.,_Fackeldey,_Konstantin,_Patten,_Justin_J.,_Chuprina,_Alexander,_Dziuba,_Igor,_Plekhova,_Alla,_Moroz,_Yurii,_Radchenko,_Dmytro,_Tarkhanova,_Olga,_Yavnyuk,_Irina,_Gruber,_Christian_C.,_Yust,_Ryan,_Payne,_Dave,_Näär,_Anders_M.,_Namchuk,_Mark_N.,_Davey,_Robert_A.,_Wagner,_Gerhard,_Kinney,_Jamie,_Arthanari,_Haribabu |journal: ChemRxiv |country: USA |institution: Harvard_University
